re im logsig
1.7850000000 -0.5350000000 -3.291820
1.7950000000 -0.5350000000 -3.283800
1.8050000000 -0.5350000000 -3.275050
1.8150000000 -0.5350000000 -3.265580
1.8250000000 -0.5350000000 -3.255500
1.8350000000 -0.5350000000 -3.244860
1.8450000000 -0.5350000000 -3.233760
1.8550000000 -0.5350000000 -3.222250
1.8650000000 -0.5350000000 -3.210400
1.8750000000 -0.5350000000 -3.198280
1.8850000000 -0.5350000000 -3.185930
1.8950000000 -0.5350000000 -3.173410
1.9050000000 -0.5350000000 -3.160760
1.9150000000 -0.5350000000 -3.148010
1.9250000000 -0.5350000000 -3.135200
1.9350000000 -0.5350000000 -3.122360
1.9450000000 -0.5350000000 -3.109520
1.9550000000 -0.5350000000 -3.096700
1.9650000000 -0.5350000000 -3.083910
1.9750000000 -0.5350000000 -3.071180
1.9850000000 -0.5350000000 -3.058510
1.9950000000 -0.5350000000 -3.045930
2.0050000000 -0.5350000000 -3.033430
2.0150000000 -0.5350000000 -3.021030
2.0250000000 -0.5350000000 -3.008740
1.4250000000 -0.5250000000 -3.011390
1.4350000000 -0.5250000000 -3.025890
1.4450000000 -0.5250000000 -3.040420
1.4550000000 -0.5250000000 -3.054950
1.4650000000 -0.5250000000 -3.069490
1.4750000000 -0.5250000000 -3.084000
1.4850000000 -0.5250000000 -3.098490
1.4950000000 -0.5250000000 -3.112930
1.5050000000 -0.5250000000 -3.127300
1.5150000000 -0.5250000000 -3.141570
1.5250000000 -0.5250000000 -3.155730
1.5350000000 -0.5250000000 -3.169740
1.5450000000 -0.5250000000 -3.183560
1.5550000000 -0.5250000000 -3.197160
1.5650000000 -0.5250000000 -3.210480
1.5750000000 -0.5250000000 -3.223480
1.5850000000 -0.5250000000 -3.236090
1.5950000000 -0.5250000000 -3.248260
1.6050000000 -0.5250000000 -3.259910
1.6150000000 -0.5250000000 -3.270970
1.6250000000 -0.5250000000 -3.281340
1.6350000000 -0.5250000000 -3.290960
1.6450000000 -0.5250000000 -3.299720
1.6550000000 -0.5250000000 -3.307550
1.6650000000 -0.5250000000 -3.314360
1.6750000000 -0.5250000000 -3.320060
1.6850000000 -0.5250000000 -3.324580
1.6950000000 -0.5250000000 -3.327870
1.7050000000 -0.5250000000 -3.329890
1.7150000000 -0.5250000000 -3.330590
1.7250000000 -0.5250000000 -3.329990
1.7350000000 -0.5250000000 -3.328080
1.7450000000 -0.5250000000 -3.324900
1.7550000000 -0.5250000000 -3.320500
1.7650000000 -0.5250000000 -3.314930
1.7750000000 -0.5250000000 -3.308270
1.7850000000 -0.5250000000 -3.300620
1.7950000000 -0.5250000000 -3.292050
1.8050000000 -0.5250000000 -3.282700
1.8150000000 -0.5250000000 -3.272670
1.8250000000 -0.5250000000 -3.262000
1.8350000000 -0.5250000000 -3.250780
1.8450000000 -0.5250000000 -3.239100
1.8550000000 -0.5250000000 -3.227020
1.8650000000 -0.5250000000 -3.214630
1.8750000000 -0.5250000000 -3.201980
1.8850000000 -0.5250000000 -3.189130
1.8950000000 -0.5250000000 -3.176130
1.9050000000 -0.5250000000 -3.163030
1.9150000000 -0.5250000000 -3.149860
1.9250000000 -0.5250000000 -3.136660
1.9350000000 -0.5250000000 -3.123450
1.9450000000 -0.5250000000 -3.110270
1.9550000000 -0.5250000000 -3.097130
